hotel_name,url,hotel_url,avg_rating,tags,total_positive,total_negative,total_neutral,total_reviews
Atlantic View Villa,https://www.booking.com/reviews/be/hotel/au-cochon-perche.en-gb.html?label=gen173nr-1DCA0oFUIQYXUtY29jaG9uLXBlcmNoZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC8a7XhwbAAgHSAiQ3M2M2ODA1NS02ODg3LTRkNDEtYTlkMC1jOGJiMWE2NzFhN2LYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/au-cochon-perche.en-gb.html?label=gen173nr-1DCA0oFUIQYXUtY29jaG9uLXBlcmNoZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC8a7XhwbAAgHSAiQ3M2M2ODA1NS02ODg3LTRkNDEtYTlkMC1jOGJiMWE2NzFhN2LYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.9,Leisure trip~Stayed 2 nights~Couple~One-Bedroom Apartment~Submitted via mobile,1,1,0,2
Modern City Tower,https://www.booking.com/reviews/be/hotel/au-fil-des-reves.en-gb.html?label=gen173nr-1DCA0oFUIQYXUtZmlsLWRlcy1yZXZlc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCi67XhwbAAgHSAiQxYTZhNWIzMi1jNGRmLTQ4YmYtYjE5Ny1mNWJlOTQyNmRlZGLYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/au-fil-des-reves.en-gb.html?label=gen173nr-1DCA0oFUIQYXUtZmlsLWRlcy1yZXZlc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCi67XhwbAAgHSAiQxYTZhNWIzMi1jNGRmLTQ4YmYtYjE5Ny1mNWJlOTQyNmRlZGLYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.1,Leisure trip~Stayed 1 night~Solo traveller~Business trip~Twin Room with Private Bathroom~Submitted via mobile~Family with young children,4,0,0,4
Green Sanctuary,https://www.booking.com/reviews/be/hotel/au-fil-du-temps-fauvillers.en-gb.html?label=gen173nr-1DCA0oFUIaYXUtZmlsLWR1LXRlbXBzLWZhdXZpbGxlcnNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtG214cGwAIB0gIkMjYzZmUwNDQtMzQ2Ny00M2I1LThmMzItZDExMzhjOThmMTQw2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/au-fil-du-temps-fauvillers.en-gb.html?label=gen173nr-1DCA0oFUIaYXUtZmlsLWR1LXRlbXBzLWZhdXZpbGxlcnNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtG214cGwAIB0gIkMjYzZmUwNDQtMzQ2Ny00M2I1LThmMzItZDExMzhjOThmMTQw2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.2,Leisure trip~Holiday Home~Business trip~Stayed 2 nights~Couple~Stayed 6 nights~Submitted via mobile~Family with young children,2,0,0,2
Atlantic Park Sanctuary,https://www.booking.com/reviews/be/hotel/au-marronnier.en-gb.html?label=gen173nr-1DCA0oFUINYXUtbWFycm9ubmllckgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2rfXhwbAAgHSAiQwY2MwMjE2ZS1lZTc2LTQ1NTktYTYwZC1iYzQ2ZTA1OTg4NGXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/au-marronnier.en-gb.html?label=gen173nr-1DCA0oFUINYXUtbWFycm9ubmllckgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2rfXhwbAAgHSAiQwY2MwMjE2ZS1lZTc2LTQ1NTktYTYwZC1iYzQ2ZTA1OTg4NGXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.1,Leisure trip~Stayed 1 night~Group~Apartment - Ground Floor~Stayed 2 nights~Family with young children,3,0,0,3
Vintage Manor,https://www.booking.com/reviews/be/hotel/au-pre-bonheur.en-gb.html?label=gen173nr-1DCA0oFUIOYXUtcHJlLWJvbmhldXJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AsXF14cGwAIB0gIkYTNlZTkyYWQtMDVjOS00ZTNlLTk2MzgtNzY4ODYxMjBhYTZj2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/au-pre-bonheur.en-gb.html?label=gen173nr-1DCA0oFUIOYXUtcHJlLWJvbmhldXJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AsXF14cGwAIB0gIkYTNlZTkyYWQtMDVjOS00ZTNlLTk2MzgtNzY4ODYxMjBhYTZj2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.1,Leisure trip~Holiday Home~People with friends~Stayed 7 nights~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 6 nights~Submitted via mobile~Family with young children,3,0,1,4
Modern Park Hotel,https://www.booking.com/reviews/be/hotel/au-calme.en-gb.html?label=gen173nr-1DCA0oFUIIYXUtY2FsbWVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ApHH14cGwAIB0gIkY2QyODNiMmUtYmExYy00Mjc0LWI4MjEtNmM2ZmMyNmJmMmU12AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/au-calme.en-gb.html?label=gen173nr-1DCA0oFUIIYXUtY2FsbWVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ApHH14cGwAIB0gIkY2QyODNiMmUtYmExYy00Mjc0LWI4MjEtNmM2ZmMyNmJmMmU12AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.4,Leisure trip~Stayed 1 night~Solo traveller~Stayed 2 nights~Double Room with Garden View~Couple~Submitted via mobile,4,0,0,4
Pacific Plaza,https://www.booking.com/reviews/be/hotel/au-fil-de-l-39-eau-grupont.en-gb.html?label=gen173nr-1DCA0oFUIaYXUtZmlsLWRlLWwtMzktZWF1LWdydXBvbnRIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AqGv14cGwAIB0gIkZmNkZmMwZjgtNjRlNi00M2MzLWI0ZTAtODA1NzdiOTg4OTRi2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/au-fil-de-l-39-eau-grupont.en-gb.html?label=gen173nr-1DCA0oFUIaYXUtZmlsLWRlLWwtMzktZWF1LWdydXBvbnRIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AqGv14cGwAIB0gIkZmNkZmMwZjgtNjRlNi00M2MzLWI0ZTAtODA1NzdiOTg4OTRi2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.4,Stayed 4 nights~Leisure trip~Stayed 1 night~Business trip~Solo traveller~Group~Stayed 10 nights~Stayed 2 nights~Couple~Family Room with Bathroom~Submitted via mobile~Family with young children,11,0,0,11
Comfort Park Manor,https://www.booking.com/reviews/be/hotel/auberge-de-la-lesse-celles.en-gb.html?label=gen173nr-1DCA0oFUIaYXViZXJnZS1kZS1sYS1sZXNzZS1jZWxsZXNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4At2-14cGwAIB0gIkMTc0ZDgwNTUtYmI0NS00Yjg5LWI4YjgtN2I3MTc2NTMzMDlm2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/auberge-de-la-lesse-celles.en-gb.html?label=gen173nr-1DCA0oFUIaYXViZXJnZS1kZS1sYS1sZXNzZS1jZWxsZXNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4At2-14cGwAIB0gIkMTc0ZDgwNTUtYmI0NS00Yjg5LWI4YjgtN2I3MTc2NTMzMDlm2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.3,Leisure trip~Stayed 1 night~Solo traveller~Group~Quadruple Room with Bath~Stayed 3 nights~Twin Room with Private Bathroom~Stayed 2 nights~Family with young children~Triple Room with Private Bathroom~Couple~Submitted via mobile~Double Room with Private Bathroom,10,0,6,16
Diamond Bay Resort,https://www.booking.com/reviews/be/hotel/auberge-du-val-d-39-aisne.en-gb.html?label=gen173nr-1DCA0oFUIZYXViZXJnZS1kdS12YWwtZC0zOS1haXNuZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCjrbXhwbAAgHSAiQ4MTdjNTFkYy1mNzM4LTQwN2MtYmU5Mi02ZDdiNjg3YWY0YjPYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/auberge-du-val-d-39-aisne.en-gb.html?label=gen173nr-1DCA0oFUIZYXViZXJnZS1kdS12YWwtZC0zOS1haXNuZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCjrbXhwbAAgHSAiQ4MTdjNTFkYy1mNzM4LTQwN2MtYmU5Mi02ZDdiNjg3YWY0YjPYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.2,Leisure trip~Stayed 1 night~Standard Double Room~Stayed 2 nights~Double Room with Garden View~Couple~Submitted via mobile~Family with young children,8,0,0,8
Cozy Residence,https://www.booking.com/reviews/be/hotel/auberge-du-vieux-cedre.en-gb.html?label=gen173nr-1DCA0oFUIWYXViZXJnZS1kdS12aWV1eC1jZWRyZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCnLnXhwbAAgHSAiRiNzBlOGQ5ZC0xOWVlLTQzM2ItOWZkNy1hOGQyYTI1MjRiOGXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/auberge-du-vieux-cedre.en-gb.html?label=gen173nr-1DCA0oFUIWYXViZXJnZS1kdS12aWV1eC1jZWRyZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCnLnXhwbAAgHSAiRiNzBlOGQ5ZC0xOWVlLTQzM2ItOWZkNy1hOGQyYTI1MjRiOGXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.7,Stayed 4 nights~Leisure trip~Stayed 1 night~Business trip~Double Room~Solo traveller~People with friends~Single Room~Group~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile,7,0,2,9
Green Haven,https://www.booking.com/reviews/be/hotel/august-antwerpen1.en-gb.html?label=gen173nr-1DCA0oFUIRYXVndXN0LWFudHdlcnBlbjFIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AoK114cGwAIB0gIkMTRmZTlkNDktYWU5Zi00OTE3LTgyNDItOTIxMDZjNWJhMTgw2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/august-antwerpen1.en-gb.html?label=gen173nr-1DCA0oFUIRYXVndXN0LWFudHdlcnBlbjFIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AoK114cGwAIB0gIkMTRmZTlkNDktYWU5Zi00OTE3LTgyNDItOTIxMDZjNWJhMTgw2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.1,Superior King Room~Leisure trip~Superior Double Room~Stayed 1 night~Business trip~August Experience~Solo traveller~People with friends~Standard Double Room~Small Double Room~Deluxe Double Room~Stayed 3 nights~King Room with Balcony~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,24,0,0,24
Luxury Hotel,https://www.booking.com/reviews/be/hotel/autrefois-chez-lina.en-gb.html?label=gen173nr-1DCA0oFUITYXV0cmVmb2lzLWNoZXotbGluYUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gChcPXhwbAAgHSAiQ2OWYzZWY0Ny05OGI0LTQ4Y2ItOWQ4YS1lY2NhZWJmMWUyMjjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/autrefois-chez-lina.en-gb.html?label=gen173nr-1DCA0oFUITYXV0cmVmb2lzLWNoZXotbGluYUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gChcPXhwbAAgHSAiQ2OWYzZWY0Ny05OGI0LTQ4Y2ItOWQ4YS1lY2NhZWJmMWUyMjjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.6,Leisure trip~Stayed 1 night~Group~One-Bedroom House~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,15,0,0,15
Green Bay Hotel,https://www.booking.com/reviews/be/hotel/aux-berges-de-la-bel.en-gb.html?label=gen173nr-1DCA0oFUIUYXV4LWJlcmdlcy1kZS1sYS1iZWxIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Auqw14cGwAIB0gIkN2FmMTQ2M2MtMThhZS00OTYyLWFiZmYtOTFiYmFlZjQwN2Ri2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/aux-berges-de-la-bel.en-gb.html?label=gen173nr-1DCA0oFUIUYXV4LWJlcmdlcy1kZS1sYS1iZWxIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Auqw14cGwAIB0gIkN2FmMTQ2M2MtMThhZS00OTYyLWFiZmYtOTFiYmFlZjQwN2Ri2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.3,Leisure trip~Stayed 1 night~Large Double Room~Twin Room~Business trip~People with friends~Group~Solo traveller~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,9,0,3,12
Cozy View Suites,https://www.booking.com/reviews/be/hotel/avenue-beach-hotel.en-gb.html?label=gen173nr-1DCA0oFUISYXZlbnVlLWJlYWNoLWhvdGVsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQqteHBsACAdICJDMxMTNlZmQ2LTkzNGUtNDk5My1hNjNhLTdlNDM5MGVkZWVjZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/avenue-beach-hotel.en-gb.html?label=gen173nr-1DCA0oFUISYXZlbnVlLWJlYWNoLWhvdGVsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQqteHBsACAdICJDMxMTNlZmQ2LTkzNGUtNDk5My1hNjNhLTdlNDM5MGVkZWVjZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.1,Leisure trip~Solo traveller~Stayed 1 night~Small Double Room~Deluxe Double Room~Stayed 3 nights~Stayed 2 nights~Comfort Double Room with Balcony~Comfort Double Room~Couple~Deluxe Double Room with Balcony~Submitted via mobile~Family with young children,19,0,4,23
Cozy View Manor,https://www.booking.com/reviews/be/hotel/avenue-beach-hotel.en-gb.html?label=gen173nr-1DCA0oFUISYXZlbnVlLWJlYWNoLWhvdGVsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQqteHBsACAdICJDMxMTNlZmQ2LTkzNGUtNDk5My1hNjNhLTdlNDM5MGVkZWVjZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/avenue-beach-hotel.en-gb.html?label=gen173nr-1DCA0oFUISYXZlbnVlLWJlYWNoLWhvdGVsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQqteHBsACAdICJDMxMTNlZmQ2LTkzNGUtNDk5My1hNjNhLTdlNDM5MGVkZWVjZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.1,Leisure trip~Family Suite~Solo traveller~Stayed 1 night~People with friends~Group~Small Double Room~Stayed 3 nights~Deluxe Double Room~Stayed 2 nights~Comfort Double Room~Couple~Deluxe Double Room with Balcony~Submitted via mobile~Family with young children,8,0,6,14
Central Suites,https://www.booking.com/reviews/be/hotel/axishotelerpskwerps.en-gb.html?label=gen173nr-1DCA0oFUITYXhpc2hvdGVsZXJwc2t3ZXJwc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC7LjXhwbAAgHSAiRiYjdlN2I1Yi05NTI5LTRjZTMtYTA4My00ZTg4ZTMwNTk4MzTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/axishotelerpskwerps.en-gb.html?label=gen173nr-1DCA0oFUITYXhpc2hvdGVsZXJwc2t3ZXJwc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC7LjXhwbAAgHSAiRiYjdlN2I1Yi05NTI5LTRjZTMtYTA4My00ZTg4ZTMwNTk4MzTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.2,Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Standard Single Room~People with friends~Standard Double Room~Group~Stayed 3 nights~Submitted via mobile~Stayed 13 nights~Stayed 2 nights~Couple~Business trip,17,0,7,24
Pacific View Sanctuary,https://www.booking.com/reviews/be/hotel/guest-rooms-abbey-beigem.en-gb.html?label=gen173nr-1DCA0oFUIYZ3Vlc3Qtcm9vbXMtYWJiZXktYmVpZ2VtSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKavdeHBsACAdICJDQzZDIxNjY4LWIyMzAtNDBkYy1hZWYzLWQ1YzQwZmFlMTBiZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/guest-rooms-abbey-beigem.en-gb.html?label=gen173nr-1DCA0oFUIYZ3Vlc3Qtcm9vbXMtYWJiZXktYmVpZ2VtSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKavdeHBsACAdICJDQzZDIxNjY4LWIyMzAtNDBkYy1hZWYzLWQ1YzQwZmFlMTBiZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.6,Solo traveller~Business trip~Stayed 1 night~Single Room with Private Bathroom~Stayed 2 nights~Double Room with Private Bathroom~Submitted via mobile,2,0,0,2
Modern Park Cottage,https://www.booking.com/reviews/be/hotel/b-amp-b-39-t-cremehuys.en-gb.html?label=gen173nr-1DCA0oFUIWYi1hbXAtYi0zOS10LWNyZW1laHV5c0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC86rXhwbAAgHSAiQ2NjcyYTZhNS02OWEyLTQ3YTctODFlYS1jM2YwMTQ1YzVhMDPYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/b-amp-b-39-t-cremehuys.en-gb.html?label=gen173nr-1DCA0oFUIWYi1hbXAtYi0zOS10LWNyZW1laHV5c0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC86rXhwbAAgHSAiQ2NjcyYTZhNS02OWEyLTQ3YTctODFlYS1jM2YwMTQ1YzVhMDPYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.5,Leisure trip~Stayed 1 night~Business trip~Solo traveller~Group~Deluxe King Room~Stayed 2 nights~Couple~Submitted via mobile,7,0,0,7
Sunny Sanctuary,https://www.booking.com/reviews/be/hotel/b-amp-b-39-t-hoogste.en-gb.html?label=gen173nr-1DCA0oFUIUYi1hbXAtYi0zOS10LWhvb2dzdGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AuCs14cGwAIB0gIkYmE3MjFjZTgtMDQxYS00YzI3LTgyZTktZjYzYTdkZjA1NTUz2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/b-amp-b-39-t-hoogste.en-gb.html?label=gen173nr-1DCA0oFUIUYi1hbXAtYi0zOS10LWhvb2dzdGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AuCs14cGwAIB0gIkYmE3MjFjZTgtMDQxYS00YzI3LTgyZTktZjYzYTdkZjA1NTUz2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.7,Stayed 1 night~Solo traveller~Submitted via mobile~Stayed 2 nights~Double Room with Balcony~Business trip,3,0,0,3
Modern View Villa,https://www.booking.com/reviews/be/hotel/t-huys-van-enaeme.en-gb.html?label=gen173nr-1DCA0oFUIRdC1odXlzLXZhbi1lbmFlbWVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtHI14cGwAIB0gIkNmRkZGRkMmQtMGIxZC00YzJkLTk0MjMtMTJlOWIyY2JkMTAw2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/t-huys-van-enaeme.en-gb.html?label=gen173nr-1DCA0oFUIRdC1odXlzLXZhbi1lbmFlbWVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtHI14cGwAIB0gIkNmRkZGRkMmQtMGIxZC00YzJkLTk0MjMtMTJlOWIyY2JkMTAw2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.3,Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Business trip~Quadruple Room~Group~Stayed 2 nights~Family Room~Double or Twin Room~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,7,0,3,10
Pacific Park Retreat,https://www.booking.com/reviews/be/hotel/b-amp-b-39-t-mjeels-pierke.en-gb.html?label=gen173nr-1DCA0oFUIaYi1hbXAtYi0zOS10LW1qZWVscy1waWVya2VIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Auq114cGwAIB0gIkYjNkYjdkYzctMGRhMi00NjI0LWI3NGYtOWYzMjQ5ZTJiODVl2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/b-amp-b-39-t-mjeels-pierke.en-gb.html?label=gen173nr-1DCA0oFUIaYi1hbXAtYi0zOS10LW1qZWVscy1waWVya2VIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Auq114cGwAIB0gIkYjNkYjdkYzctMGRhMi00NjI0LWI3NGYtOWYzMjQ5ZTJiODVl2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.4,Stayed 4 nights~Deluxe Double Room with Shower~Solo traveller~Business trip~Stayed 1 night~Submitted via mobile,3,0,1,4
Blue Suites,https://www.booking.com/reviews/be/hotel/b-amp-b-39-t-oezent.en-gb.html?label=gen173nr-1DCA0oFUITYi1hbXAtYi0zOS10LW9lemVudEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCzrvXhwbAAgHSAiRhM2EzYTcxNi1iYmQ4LTQyNjQtOTY2My01MDlkNTJmMDUzYWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/b-amp-b-39-t-oezent.en-gb.html?label=gen173nr-1DCA0oFUITYi1hbXAtYi0zOS10LW9lemVudEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCzrvXhwbAAgHSAiRhM2EzYTcxNi1iYmQ4LTQyNjQtOTY2My01MDlkNTJmMDUzYWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.5,Leisure trip~Solo traveller~Business trip~Stayed 1 night~With a pet~Group~Stayed 2 nights~Double Room with Garden View~Couple~Quadruple Room with Garden View~Submitted via mobile,5,0,0,5
Grand Palace,https://www.booking.com/reviews/be/hotel/b-amp-b-22.en-gb.html?label=gen173nr-1DCA0oFUIKYi1hbXAtYi0yMkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCz7PXhwbAAgHSAiRiZWQzNjg2Ny1kZTNhLTRhYWEtYTQ1My1iM2FiZDlhZjYzNDTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/b-amp-b-22.en-gb.html?label=gen173nr-1DCA0oFUIKYi1hbXAtYi0yMkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCz7PXhwbAAgHSAiRiZWQzNjg2Ny1kZTNhLTRhYWEtYTQ1My1iM2FiZDlhZjYzNDTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.2,Leisure trip~Stayed 1 night~Solo traveller~Couple~Group~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Double Room with Private Bathroom~Stayed 5 nights~Business trip,9,0,0,9
Grand Bay Plaza,https://www.booking.com/reviews/be/hotel/bed-amp-breakfast-4-seasons.en-gb.html?label=gen173nr-1DCA0oFUIbYmVkLWFtcC1icmVha2Zhc3QtNC1zZWFzb25zSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKexNeHBsACAdICJDFlOTdlNDlhLWNjN2MtNDdlNi1hYjQ0LWY1NjZmMDRjNzRmMNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/bed-amp-breakfast-4-seasons.en-gb.html?label=gen173nr-1DCA0oFUIbYmVkLWFtcC1icmVha2Zhc3QtNC1zZWFzb25zSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKexNeHBsACAdICJDFlOTdlNDlhLWNjN2MtNDdlNi1hYjQ0LWY1NjZmMDRjNzRmMNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.7,Leisure trip~Stayed 1 night~Deluxe Room with Kitchenette~Deluxe Room~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,5,0,0,5
